Row number	Mongo ID	Author	Topic	Stance	Intended Fallacy	Voted Fallacy	Number of Votes	Text
750	9d9170a90950cb27	e11a3962d5de1cde	Is the legality of assisted suicide desirable?	pro	No Fallacy	-	1	Many other countries already allow it.
751	b900e2c1f2fd787e	3dcccd9d8b1fd14e	Should countries disallow people coming from Ebola infected countries to enter?	contra	Irrelevant Authority	-	1	My dad told my that ebola is just fake news.
752	d66759f01089f8f7	2fd5166c44c7db56	Should economical growth always be the ultimate goal of every country?	contra	Red Herring	-	1	Jordan Belfort wrote his book many years ago. So it isn't relevant nowadays.
753	2b728abf66b46854	4991124a65f43eb5	Should high schools provide daycare services for students who have children?	contra	No Fallacy	-	1	Definitely not.
754	664e9150653433f1	cc1eee636691c425	Is democracy the best system available?	contra	No Fallacy	No Fallacy	7	Maybe not. There are a lot of systems, which have not been tried so far.
755	a84309fa40154890	960e1ec1b8cea76f	Should we allow animal testing for medical purposes?	contra	Ad Hominem	-	0	tessttetttetete
756	fa7b9a214e487001	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	contra	No Fallacy	-	2	I'm basically against single-sex education.
757	02ea7ab4b6706f1a	bf2c988a9456f2b6	Should the fight versus the Islamic State include military operations?	pro	Appeal to Emotion	-	1	If we would be in their situation, we wished that every country which has the appropriate military structure to help would really do that.
758	15b1bb7779c6685e	eeed64535b5f7057	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	Claim
759	951464b1fbb47e91	f87a17baf6cbc3f0	Is plastic surgery an important field of medicine?	contra	Appeal to Emotion	Appeal to Emotion	3	Plastic surgery isnt important,  Think of all those poor people that cant afford it.  They shouldnt have to worry about everyone else looking better than them just becasue they are poor.
760	de14abb6c1d5f4a0	bd7260e6b5661e89	Should gorillas be held in zoos	pro	Hasty Generalization	Hasty Generalization	4	Gorillas are mostly large and strong enough to kill any human so all Gorillas should be kept in Zoos.
761	0de59bedf81bd723	3f4339e14df7d077	Is global warming really an issue?	pro	Appeal to Emotion	Appeal to Emotion	7	The world is our mother, it is a familiy-member. You would not want to hurt your mother, right?
762	bd8fa65c55a34031	cc1eee636691c425	Are single sex schools more effective than co-ed schools?	contra	Ad Hominem	Ad Hominem	7	I think you visited this school. That is why you are not able to argue right.
763	c98d43bbeedbd580	3f4339e14df7d077	Does school detention do any good in high school?	pro	Hasty Generalization	Hasty Generalization	5	School detention is great, it was good for me. I did never do homework, thats why my teacher forced me to detention. My grades went up from 3,5 to 2.
764	e41e0b0db56d29ab	4522dd429dde8ad8	Should the fight versus the Islamic State include military operations?	pro	Ad Hominem	-	0	Yes, if you are not ready to join the military you are a traitor and a coward.
765	f6fef14229946669	d87e1db64a396e0e	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	contra	No Fallacy	No Fallacy	10	He did a lot of mistakes in the Bundesliga.  But also while Worldcup 2014 he was too offensive. There were better ones.
766	706d9dd7acc5f798	2532122486a591e8	Do celebrities get away with more crime than non-celebrities?	pro	No Fallacy	-	0	the police will not dare to give them a ticket
767	aca7647393cd7dfb	67545b322d5380dc	Are humans to blame for certain animal extinctions?	pro	Hasty Generalization	-	1	yes, I can see your point. I suppose more hunters in other regions are to blame.
768	5391718a00ad6435	866cfc5d4997154a	Is drug testing athletes justified?	pro	Appeal to Emotion	-	1	Test them, otherwise our children might get drug addicts as well.
769	e351f51eee847da7	d038663d70f77d9b	Is the Deutsche Post-strike justified?	pro	No Fallacy	No Fallacy	7	Yes because every employee should be able to fight for his rights.
770	521c054de0189f83	b5d9b8b993b4de17	Should jobs be subcontracted into developing countries?	contra	Irrelevant Authority	-	1	My father told me about all of damage subcontracting jobs would do to us and it wasn't pretty.
771	5059b1190c1a16aa	3bd4d08f0a804087	Do celebrities get away with more crime than non-celebreties?	pro	Red Herring	-	2	Those with higher status, better privileges, royal blood or with celebrity status are treated differently than those of general public.
772	2df49efd239fb70d	d038663d70f77d9b	Should cellphones be used during class?	pro	Ad Hominem	Ad Hominem	16	You are so oldschool and you will never be a digital native at all.
773	ce70465516c6b813	b1c61b3ffc30b590	Is it justified to develop nuclear energy for commercial use?	contra	Irrelevant Authority	No Fallacy	3	I CAN IMAGE THAT SOME  COUNTRIES USE ENERGY CORRECTLY, BUT MANY DO NOT.
774	0b2954db5f30b427	806050e87825c8b6	Has anyone been on the moon?	pro	Red Herring	-	0	The photos may lead to the conviction nobody has ever been on the moon.
775	e52b26cfc43a1959	6d22d5499769d9d4	Is drug testing athletes justified?	contra	Irrelevant Authority	-	1	Sure. Every drug should be tested properly.
776	eb63d2a4478237e1	eeed64535b5f7057	Should we allow animal testing for medical purposes?	contra	No Fallacy	-	0	Animal testing is horrible.
777	a07a270c7f12e857	7ba31a64fee9d641	Is veganism the best for our bodies?	pro	Irrelevant Authority	Irrelevant Authority	3	My nutritionist says we don't need meat to eat healthy.
778	1364da724865b8c5	9e374583ee2af24f	Are Quentin Tarantinos movies too violent?	pro	Appeal to Emotion	-	1	My uncle watched one of his movies and kicked his dog. Dogs should not be kicked, so his movies must be too violent, or don't you think dogs should not be kicked?
779	0beba993bf8a194e	c9245e9b4cb98c28	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	1	Animal testing can have serious impacts on researching new technologies for curing diseases in humans.
780	ba0d565cdf1b198a	d038663d70f77d9b	Is the Deutsche Post-strike justified?	pro	Ad Hominem	Ad Hominem	6	Yes and do not ask silly questions.
781	629a9814b9e4bc40	5b8c54821db79c51	Does school detention do any good in high school?	contra	Appeal to Emotion	-	0	If this happened to your own children, you won't like it.
782	c27fdab6236b5ed6	58acb7acccce58ff	Are single sex schools more effective than co-ed schools?	pro	No Fallacy	-	0	If my daughters can be in an environment that celebrates girls as intelligent, creative individuals, without the boy craziness, than I will take it.
783	8779d7233d1f6093	d8be90dc089116e0	Should Germany deport criminal refugees?	contra	No Fallacy	-	1	Germany should deal with the criminal refugees there and not force them onto another country. Deal with your problems yourself.
784	21977d298517688e	940b622f2bd8bae4	Should cellphones be used during class?	pro	Ad Hominem	-	0	Yes they should. If you think differently, you have obviously never been in a class.
785	6c30ecb75cd859ec	db486bc84d9ab4f4	Do school uniforms make school a more effective place to learn?	pro	Ad Hominem	-	0	I like school uniforms... You just don't want it because you can't afford it!
786	13f38967f0c14616	cc600ff2cea4be17	Is Microsoft the new Apple?	contra	Ad Hominem	-	1	An arugment like that could only be made by a stupid person, I suppose the grass is blue also?
787	8de09e6bb45342e2	ff16d5d8026ce483	Is Apple's Swift the new star?	contra	No Fallacy	-	2	You obviously are another follower, point proven.
788	a4ca2744f203368a	70cae4f89a1de683	Should musicians be payed for streaming music? (by Apple)	pro	Red Herring	No Fallacy	5	It is the duty to legalize the products of musicians so that they can create worthy musics.
789	e7fe35be1db50cc8	cc1eee636691c425	Did media ignore crimes from refugees?	contra	Hasty Generalization	Hasty Generalization	6	I helped at a refugee-welcome-station. I didnt see a refugee commit crimes. I think no refugee committed crimes until cologne.
790	8520573c554ae251	d5e1b82e883043b8	Is Apple's Swift the new star?	pro	Hasty Generalization	-	1	but you still see so many people developing Apple content.
791	7dc8d96d6bf7ae50	8cef0cffc7e7dcc5	Is Apple's Swift the new star?	contra	Appeal to Emotion	Hasty Generalization	3	Of course it's not - everything coming out from Apple have brought developes to frustration and tears..
792	34d688a68da0f714	6507b8197d662c55	Is it justified to develop nuclear energy for commercial use?	pro	Appeal to Emotion	-	1	Absolutely! Relying on fossil fuels instead simply destroys our planet, nuclear energy is clean. Do it for the human kind!
793	d81d265de016d222	3606346815fd4d49	Should the price for milk be increased?	contra	Appeal to Emotion	Hasty Generalization	13	Milk shouldn't increase in price because some mothers can't provide breast milk and need to give milk to their children.
794	b1d4c230b3c595fb	a3ff1b232b8adc5c	Should the fight versus the Islamic State include military operations?	contra	Appeal to Emotion	-	2	I'm totally against it. I don't wanna see new pictures of children who lost their parents because of the bombs of the U.S.
795	a35a8f364c8ff5d1	cc1eee636691c425	Should gorillas be held in zoos	contra	No Fallacy	-	1	No,because they are near to human in terms of evolution and I would not want to be held in a zoo?
796	027b86cf16627b43	70cae4f89a1de683	Should musicians be payed for streaming music? (by Apple)	pro	No Fallacy	-	2	Yes if musicians are paid they will be given loyalty for their music
797	2a33acc73b2758fe	70b71e41cbf31e2a	Should we allow animal testing for medical purposes?	pro	No Fallacy	-	0	We should allow it.
798	21ae858bca21bb83	6507b8197d662c55	Heavy Metal is the best music ever!	pro	Ad Hominem	-	0	Amen!!! And screw all the other gay motherfuckers who think it's not!!
799	f35995cb9cc9ce31	72b96b9113de0401	Should Christians accept same sex marriage?	contra	No Fallacy	No Fallacy	5	Adherents to a religion should follow the rules.
800	4dcb4da7343b2e0e	3f4339e14df7d077	Do celebrities get away with more crime than non-celebrities?	contra	No Fallacy	No Fallacy	7	Well in germany this is not the case. The legal system works else. The state prosecutors main-task is not to get you in jail, like it is in the USA. He has to investigate into both directions. Thats why the process-costs are less and thats why it is fair. Celebrities have the same chance as the average citizen.
801	a59a4e0200992fc3	cc1eee636691c425	Is Neuer the best goalkeeper of the Soccer World Cup 2014?	pro	Appeal to Emotion	Appeal to Emotion	9	Yes, he is so cute. His blonde hair and his broad shoulders, mhh one got to love him. Im sure he was the best goalkeeper of the soccer world cup. How can he not, look at him.
802	f2d4f8c7b13f4c8e	f87a17baf6cbc3f0	Has television destroyed the communication among friends and family?	pro	Hasty Generalization	-	2	Yes, people talk less because they are too wrapped up in watching TV.
803	a990cd66c1817727	427083d7489ebde1	Should countries disallow people coming from Ebola infected countries to enter?	pro	Red Herring	-	1	Ill people are dangerous for the world health, so no country should accepted people infected with Ebola.
804	e6e50e70f8dd435a	6d22d5499769d9d4	Is drug testing athletes justified?	contra	No Fallacy	-	2	May be. But not all the times
805	7906484030d75294	615715c8829db802	Is drug testing athletes justified?	contra	Appeal to Emotion	Appeal to Emotion	13	No! After exhausting training and competition, it is too hard to confront the poor athletes with stressful drug testing also.
